year,population,gdp,cement_co2_per_capita,co2,co2_growth_abs,co2_including_luc_growth_abs,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2_per_capita,energy_per_capita,flaring_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2_per_capita,methane_per_capita,nitrous_oxide_per_capita,oil_co2_per_capita,primary_energy_consumption,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf
1951,2570410.0,2205453056.0,0.0,0.039,0.01,-0.274,4.175,4.866,3.633,0.015,0.018,0.173,0.0,274.037,0.0,0.312,6.945,4.16,2.339,2.357,0.015,1.208,0.0,0.0,0.0,17.85,0.801
1952,2616313.0,2282775040.0,0.0,0.051,0.012,0.443,4.272,4.896,3.633,0.02,0.022,0.173,0.002,274.037,0.0,0.317,6.925,4.252,2.377,2.256,0.018,1.208,0.0,0.0,0.0,18.119,0.83
1953,2663778.0,2368064256.0,0.0,0.043,-0.008,-0.296,4.084,4.594,3.633,0.016,0.018,0.173,0.001,274.037,0.0,0.315,6.808,4.068,2.414,2.125,0.016,1.208,0.0,0.0,0.0,18.134,0.84
1954,2713011.0,2453391360.0,0.0,0.046,0.002,0.584,4.226,4.673,3.633,0.017,0.019,0.173,0.0,274.037,0.0,0.317,6.735,4.209,2.452,1.977,0.017,1.208,0.0,0.0,0.0,18.273,0.861
1955,2764251.0,2544367104.0,0.0,0.045,-0.001,0.108,4.186,4.548,3.633,0.016,0.018,0.173,0.0,274.037,0.0,0.318,6.585,4.17,2.489,1.823,0.016,1.208,0.0,0.0,0.0,18.202,0.878
1956,2817660.0,2638402816.0,0.0,0.059,0.014,0.325,4.222,4.509,3.633,0.021,0.022,0.173,0.0,274.037,0.0,0.323,6.479,4.202,2.524,1.673,0.021,1.208,0.0,0.0,0.0,18.256,0.91
1957,2873096.0,2735638016.0,0.0,0.063,0.004,0.048,4.158,4.367,3.633,0.022,0.023,0.173,0.0,274.037,0.0,0.325,6.364,4.136,2.558,1.537,0.022,1.208,0.0,0.0,0.0,18.285,0.933
1958,2930371.0,2842100480.0,0.0,0.072,0.009,0.335,4.191,4.321,3.633,0.025,0.025,0.173,0.0,274.037,0.0,0.328,6.317,4.166,2.592,1.425,0.025,1.208,0.0,0.0,0.0,18.51,0.96
1959,2989327.0,2940409600.0,0.0,0.062,-0.01,0.168,4.164,4.234,3.633,0.021,0.021,0.173,0.0,274.037,0.0,0.324,6.307,4.144,2.625,1.345,0.021,1.208,0.0,0.0,0.0,18.853,0.969
1960,3049842.0,2963203072.0,0.0,0.055,-0.007,0.095,4.113,4.233,3.633,0.018,0.019,0.173,0.0,274.037,0.0,0.321,6.308,4.095,2.659,1.304,0.018,1.208,0.0,0.0,0.0,19.238,0.979
1961,3111955.0,3005566464.0,0.0,0.051,-0.004,-2.621,3.189,3.301,3.633,0.016,0.017,0.173,0.0,274.037,0.0,0.317,5.367,3.172,2.469,1.33,0.016,1.208,0.0,0.0,0.0,16.703,0.988
1962,3175599.0,3163018752.0,0.0,0.084,0.033,-1.852,2.541,2.551,3.633,0.027,0.027,0.173,0.0,274.037,0.0,0.325,4.674,2.515,2.446,1.312,0.027,1.208,0.0,0.0,0.0,14.843,1.033
1963,3240908.0,3117824256.0,0.0,0.092,0.007,-1.714,1.961,2.039,3.633,0.028,0.029,0.173,0.0,274.037,0.0,0.325,4.328,1.933,2.428,1.299,0.028,1.208,0.0,0.0,0.0,14.028,1.052
1964,3307482.0,3039090688.0,0.0,0.099,0.007,-0.928,1.641,1.786,3.633,0.03,0.033,0.173,0.0,274.037,0.0,0.324,4.164,1.611,2.4,1.279,0.03,1.208,0.0,0.0,0.0,13.771,1.072
1965,3374220.0,3053546752.0,0.0,0.106,0.007,-0.295,1.521,1.681,3.633,0.031,0.035,0.173,0.0,274.037,0.0,0.324,4.047,1.49,2.374,1.262,0.031,1.208,0.0,0.001,0.0,13.656,1.092
1966,3440906.0,3002203392.0,0.0,0.084,-0.022,-0.985,1.205,1.382,3.633,0.024,0.028,0.173,0.0,274.037,0.0,0.315,3.932,1.181,2.367,1.255,0.024,1.208,0.0,0.001,0.0,13.531,1.082
1967,3508516.0,3027219968.0,0.0,0.117,0.033,-0.211,1.122,1.3,3.633,0.033,0.039,0.173,0.0,274.037,0.0,0.321,3.88,1.089,2.349,1.245,0.033,1.208,0.0,0.001,0.0,13.612,1.127
1968,3578231.0,3011388928.0,0.0,0.125,0.007,-0.378,0.994,1.182,3.633,0.035,0.041,0.173,0.0,274.037,0.0,0.32,3.798,0.96,2.326,1.23,0.035,1.208,0.0,0.001,0.0,13.59,1.146
1969,3651122.0,3215064064.0,0.0,0.161,0.037,-0.19,0.923,1.048,3.633,0.044,0.05,0.173,0.0,274.037,0.0,0.327,3.68,0.878,2.265,1.196,0.044,1.208,0.0,0.001,0.0,13.435,1.194
1970,3727836.0,3279969536.0,0.0,0.125,-0.037,-0.176,0.856,0.973,3.633,0.033,0.038,0.173,0.0,274.037,0.0,0.324,3.719,0.823,2.291,1.22,0.033,1.208,0.0,0.001,0.0,13.864,1.208
1971,3807326.0,3337863680.0,0.0,0.15,0.026,-0.82,0.623,0.711,3.633,0.039,0.045,0.173,0.0,274.037,0.0,0.331,3.609,0.584,2.247,1.168,0.039,1.208,0.0,0.001,0.0,13.742,1.259
1972,3893254.0,3109314304.0,0.0,0.121,-0.029,0.68,0.784,0.982,3.633,0.031,0.039,0.173,0.0,274.037,0.0,0.323,3.816,0.753,2.303,1.174,0.031,1.208,0.0,0.001,0.0,14.858,1.257
1973,3985912.0,2961473024.0,0.0,0.161,0.04,0.616,0.92,1.239,3.633,0.04,0.054,0.173,0.0,274.037,0.0,0.334,3.864,0.88,2.168,1.135,0.04,1.208,0.0,0.001,0.0,15.401,1.33
1974,4078362.0,3362177024.0,0.0,0.15,-0.011,4.681,2.047,2.483,3.633,0.037,0.045,0.173,0.0,274.037,0.0,0.328,3.878,2.01,1.671,0.817,0.037,1.208,0.0,0.001,0.0,15.817,1.338
1975,4167236.0,3945146112.0,0.0,0.183,0.033,3.416,2.823,2.982,3.633,0.044,0.046,0.173,0.0,274.037,0.0,0.338,4.608,2.779,1.735,0.867,0.044,1.208,0.0,0.001,0.0,19.204,1.407
1976,4251298.0,3887494144.0,0.0,0.183,0.0,-3.689,1.9,2.077,3.633,0.043,0.047,0.173,0.0,274.037,0.0,0.338,4.311,1.857,1.765,0.901,0.043,1.208,0.0,0.001,0.0,18.326,1.439
1977,4331668.0,3592054784.0,0.0,0.198,0.015,0.554,1.992,2.403,3.633,0.046,0.055,0.173,0.0,274.037,0.0,0.343,4.74,1.947,1.958,1.048,0.046,1.208,0.0,0.001,0.0,20.534,1.485
1978,4411369.0,3574628352.0,0.0,0.194,-0.004,-2.074,1.486,1.834,3.633,0.044,0.054,0.173,0.0,274.037,0.0,0.344,4.151,1.442,1.838,0.921,0.044,1.208,0.0,0.001,0.0,18.312,1.517
1979,4505385.0,2814182400.0,0.0,0.202,0.007,-1.428,1.138,1.823,3.633,0.045,0.072,0.173,0.0,274.037,0.0,0.354,3.97,1.094,1.903,0.966,0.045,1.208,0.0,0.001,0.0,17.886,1.594
1980,4515462.0,2636553984.0,0.0,0.209,0.007,-0.74,0.972,1.665,3.633,0.046,0.079,0.173,0.0,274.037,0.0,0.364,4.172,0.926,2.111,1.142,0.046,1.208,0.0,0.001,0.0,18.838,1.643
1981,4520966.0,2352283648.0,0.0,0.209,0.0,-0.676,0.821,1.578,3.244,0.046,0.089,0.182,0.0,259.565,0.0,0.372,3.729,0.775,1.98,0.998,0.046,1.144,0.0,0.001,0.0,16.861,1.681
1982,4738483.0,2480027136.0,0.0,0.205,-0.004,-0.169,0.748,1.429,3.097,0.043,0.083,0.179,0.0,247.572,0.0,0.448,3.823,0.705,2.04,1.157,0.043,1.144,0.0,0.001,0.0,18.113,2.122
1983,4979136.0,2868360448.0,0.0,0.205,0.0,-0.568,0.598,1.037,2.6,0.041,0.072,0.179,0.0,235.53,0.0,0.426,3.446,0.556,1.883,1.04,0.041,1.144,0.0,0.001,0.0,17.159,2.122
1984,5045154.0,3020129536.0,0.0,0.216,0.011,-0.031,0.584,0.975,5.416,0.043,0.072,0.398,0.0,110.477,0.0,0.402,3.069,0.541,1.642,0.891,0.043,0.544,0.0,0.001,0.0,15.484,2.029
1985,5096273.0,3252398848.0,0.0,0.18,-0.037,2.744,1.116,1.749,8.585,0.035,0.055,0.271,0.0,133.384,0.0,0.395,3.245,1.081,1.575,0.829,0.035,0.663,0.0,0.001,0.0,16.537,2.011
1986,5251074.0,3451800320.0,0.0,0.187,0.007,-1.371,0.822,1.251,3.773,0.036,0.054,0.163,0.0,223.612,0.0,0.42,3.131,0.787,1.571,0.85,0.036,1.144,0.0,0.001,0.0,16.443,2.207
1987,5438312.0,3574575872.0,0.0,0.198,0.011,0.78,0.937,1.426,5.016,0.036,0.055,0.195,0.0,191.766,0.0,0.418,3.244,0.901,1.583,0.859,0.036,1.017,0.0,0.001,0.0,17.641,2.272
1988,5625603.0,3844987904.0,0.0,0.066,-0.132,-0.435,0.829,1.213,7.552,0.012,0.017,0.107,0.0,112.625,0.0,0.384,3.109,0.817,1.514,0.799,0.012,0.618,0.0,0.001,0.0,17.493,2.162
1989,5819589.0,3914715392.0,0.0,0.103,0.037,2.217,1.182,1.757,10.16,0.018,0.026,0.152,0.0,119.415,0.0,0.389,3.381,1.165,1.552,0.837,0.018,0.677,0.0,0.001,0.0,19.677,2.262
1990,5982839.0,4042256384.0,0.0,0.377,0.275,1.412,1.386,2.051,5.843,0.063,0.093,0.266,0.0,243.54,0.0,0.462,3.79,1.323,1.696,0.939,0.063,1.419,0.0,0.001,0.0,22.673,2.764
1991,6205686.0,4243508736.0,0.0,0.385,0.007,-1.74,1.056,1.544,4.722,0.062,0.091,0.277,0.0,229.644,0.0,0.458,4.679,0.994,2.386,1.226,0.062,1.388,0.0,0.001,0.0,29.037,2.844
1992,6474652.0,4384566272.0,0.0,0.407,0.022,0.697,1.12,1.653,5.21,0.063,0.093,0.292,0.0,220.756,0.0,0.453,4.702,1.057,2.384,1.219,0.063,1.391,0.0,0.001,0.0,30.445,2.935
1993,6629147.0,4228384000.0,0.0,0.403,-0.004,-0.567,1.008,1.58,10.008,0.061,0.095,0.604,0.0,103.542,0.0,0.438,4.698,0.947,2.422,1.212,0.061,0.668,0.0,0.001,0.0,31.144,2.901
1994,6783455.0,4512686592.0,0.0,0.412,0.009,-0.017,0.983,1.477,9.131,0.061,0.091,0.565,0.0,110.72,0.001,0.453,4.848,0.922,2.473,1.248,0.06,0.73,0.0,0.001,0.0,32.889,3.072
1995,7089064.0,4614545408.0,0.0,0.427,0.015,-1.368,0.747,1.148,7.257,0.06,0.093,0.586,0.0,105.965,0.001,0.448,4.813,0.687,2.477,1.237,0.059,0.73,0.0,0.001,0.0,34.118,3.173
1996,7410108.0,4763184640.0,0.0,0.443,0.016,11.415,2.255,3.509,22.832,0.06,0.093,0.606,0.0,101.66,0.001,0.432,5.925,2.196,2.655,1.391,0.059,0.732,0.0,0.001,0.0,43.905,3.203
1997,7670372.0,5091460608.0,0.0,0.453,0.01,-5.481,1.464,2.206,14.206,0.059,0.089,0.573,0.0,106.113,0.0,0.391,5.362,1.405,2.641,1.314,0.059,0.791,0.0,0.001,0.0,41.126,3.003
1998,7938842.0,5510466048.0,0.0,0.464,0.011,-4.207,0.885,1.275,8.885,0.058,0.084,0.587,0.0,102.558,0.0,0.428,5.087,0.826,2.638,1.336,0.058,0.791,0.0,0.001,0.0,40.386,3.396
1999,8222711.0,5546894848.0,0.0,0.477,0.013,0.332,0.895,1.326,9.305,0.058,0.086,0.604,0.0,99.053,0.0,0.449,5.485,0.837,2.717,1.395,0.058,0.791,0.0,0.001,0.0,45.1,3.696
2000,8512092.0,5599887872.0,0.0,0.488,0.01,3.336,1.256,1.91,10.361,0.057,0.087,0.472,0.0,124.966,0.0,0.439,5.885,1.199,2.832,1.47,0.057,1.032,0.0,0.001,0.0,50.091,3.739
2001,8804121.0,6336850432.0,0.0,0.506,0.018,-2.526,0.928,1.289,8.245,0.057,0.08,0.51,0.0,116.015,0.0,0.428,5.128,0.87,2.573,1.205,0.057,0.991,0.0,0.001,0.0,45.145,3.767
2002,9116194.0,6982839808.0,0.0,0.528,0.022,5.171,1.463,1.91,13.64,0.058,0.076,0.539,0.0,110.642,0.002,0.423,5.487,1.405,2.666,1.255,0.056,0.978,0.0,0.001,0.0,50.02,3.854
2003,9487830.0,8110109696.0,0.0,0.882,0.355,5.656,2.002,2.342,19.65,0.093,0.109,0.913,0.0,105.11,0.015,0.49,6.129,1.909,2.729,1.274,0.078,0.967,0.0,0.001,0.0,58.151,4.646
2004,9920036.0,11032101888.0,0.0,0.903,0.02,-2.474,1.665,1.497,16.221,0.091,0.082,0.886,0.0,105.936,0.016,0.611,6.071,1.574,2.864,1.266,0.075,1.018,0.0,0.001,0.0,60.226,6.062
2005,10328095.0,12146441216.0,0.0,0.926,0.023,-5.351,1.081,0.92,10.19,0.09,0.076,0.845,0.0,109.556,0.015,0.605,5.654,0.992,2.907,1.29,0.074,1.096,0.0,0.001,0.0,58.392,6.244
2006,10706425.0,12214525952.0,0.0,0.961,0.035,-2.948,0.768,0.673,7.388,0.09,0.079,0.864,0.0,107.341,0.016,0.58,5.378,0.678,2.886,1.271,0.074,1.113,0.0,0.001,0.0,57.574,6.207
2007,11081667.0,14704387072.0,0.0,1.089,0.128,-1.948,0.566,0.427,5.108,0.098,0.074,0.887,0.0,114.514,0.019,0.573,5.323,0.468,2.923,1.301,0.079,1.228,0.0,0.001,0.0,58.982,6.355
2008,11476300.0,15257312256.0,0.0,0.872,-0.216,5.882,1.059,0.797,9.44,0.076,0.057,0.678,0.0,116.017,0.011,0.521,5.599,0.983,2.914,1.277,0.065,1.288,0.0,0.001,0.0,64.26,5.977
2009,11893752.0,17078193152.0,0.0,1.216,0.344,9.354,1.808,1.259,15.321,0.102,0.071,0.866,0.0,122.114,0.009,0.53,6.097,1.706,2.905,1.237,0.093,1.404,0.0,0.002,0.0,72.516,6.305
2010,12312582.0,19869964288.0,0.0,1.236,0.02,-2.21,1.567,0.971,12.394,0.1,0.062,0.794,0.0,130.909,0.008,0.534,6.219,1.467,2.974,1.285,0.092,1.557,0.0,0.002,0.0,76.568,6.574
2011,12755003.0,19903397888.0,0.0,1.273,0.037,13.811,2.596,1.663,14.856,0.1,0.064,0.571,0.0,180.934,0.012,0.524,6.958,2.496,3.013,1.304,0.088,2.229,0.0,0.002,0.0,88.755,6.686
2012,13211007.0,21656293376.0,0.004,1.743,0.47,8.57,3.155,1.925,10.8,0.132,0.08,0.452,0.0,302.571,0.015,0.55,7.442,3.023,3.057,1.327,0.113,3.859,0.0,0.002,0.0,98.322,7.265
2013,13691081.0,22902173696.0,0.005,2.078,0.336,-3.345,2.8,1.674,9.577,0.152,0.091,0.519,0.0,302.861,0.019,0.552,7.263,2.648,3.079,1.313,0.128,4.003,0.0,0.002,0.0,99.436,7.561
2014,14188681.0,24480827392.0,0.005,2.183,0.104,-12.809,1.799,1.043,6.135,0.154,0.089,0.525,0.0,303.739,0.022,0.547,6.677,1.645,3.108,1.318,0.127,4.16,0.0,0.002,0.0,94.733,7.767
2015,14647625.0,24914135040.0,0.006,2.352,0.169,-0.223,1.727,1.016,5.998,0.161,0.094,0.557,0.0,298.346,0.031,0.571,6.695,1.567,3.259,1.372,0.124,4.219,0.0,0.002,0.0,98.059,8.358
2016,15114649.0,23529406464.0,0.006,2.374,0.023,-7.555,1.174,0.754,4.243,0.157,0.101,0.568,0.0,286.591,0.033,0.565,6.52,1.017,3.347,1.438,0.118,4.182,0.0,0.002,0.0,98.544,8.535
2017,15622758.0,22969403392.0,0.009,2.344,-0.03,-3.381,0.92,0.625,2.134,0.15,0.102,0.348,0.0,446.255,0.028,0.537,6.363,0.769,3.364,1.416,0.113,6.732,0.0,0.002,0.0,99.404,8.39
2018,16156535.0,23510339584.0,0.009,2.384,0.039,-2.875,0.711,0.489,1.611,0.148,0.101,0.334,0.0,457.118,0.025,0.539,6.344,0.564,3.45,1.461,0.114,7.133,0.0,0.002,0.0,102.504,8.704
2019,16685223.0,24314152960.0,0.01,2.299,-0.084,-1.343,0.608,0.417,1.373,0.138,0.095,0.311,0.0,458.181,0.019,0.52,6.245,0.47,3.485,1.451,0.109,7.389,0.0,0.002,0.0,104.201,8.676
2020,17224685.0,23793344512.0,0.009,2.356,0.057,-0.444,0.563,0.408,1.565,0.137,0.099,0.38,0.0,372.511,0.016,0.512,6.341,0.427,3.581,1.511,0.112,6.2,0.0,0.002,0.0,109.226,8.818
2021,17828274.0,23531147264.0,0.011,2.67,0.314,-0.22,0.532,0.403,1.529,0.15,0.113,0.43,0.0,361.161,0.019,0.519,6.345,0.382,3.603,1.512,0.12,6.205,0.0,0.003,0.0,113.118,9.249
2022,18455319.0,24118011904.0,0.011,3.005,0.335,-0.309,0.497,0.38,1.529,0.163,0.125,0.43,0.0,361.161,0.023,0.519,6.368,0.334,3.637,1.526,0.129,6.205,0.001,0.003,0.0,117.522,9.569
2023,19319073.0,24118011904.0,0.01,3.079,0.075,-0.519,0.448,0.38,1.529,0.159,0.125,0.43,0.0,361.161,0.021,0.505,6.3,0.289,3.626,1.52,0.129,6.205,0.001,0.003,0.0,121.708,9.747
1950,6628578.0,35814096896.0,0.038,9.384,4.2,0.919,6.579,1.218,0.669,1.416,0.262,0.245,0.857,8052.618,0.017,2.16,6.544,5.163,1.351,0.29,0.52,72.433,0.001,0.001,0.0,43.38,14.315
1951,6756666.0,37517848576.0,0.051,9.982,0.597,-2.08,6.146,1.107,0.669,1.477,0.266,0.245,0.844,8052.618,0.017,2.282,6.288,4.669,1.419,0.295,0.582,72.433,0.001,0.001,0.0,42.484,15.416
1952,6891991.0,39872872448.0,0.059,10.604,0.622,2.317,6.361,1.1,0.669,1.539,0.266,0.245,0.834,8052.618,0.017,2.367,6.677,4.823,1.449,0.304,0.629,72.433,0.001,0.001,0.0,46.02,16.311
1953,7033536.0,42735439872.0,0.054,10.403,-0.201,2.076,6.529,1.074,0.669,1.479,0.243,0.245,0.785,8052.618,0.015,2.306,6.902,5.05,1.455,0.315,0.626,72.433,0.001,0.001,0.0,48.544,16.221
1954,7180570.0,41239904256.0,0.053,11.08,0.678,3.2,6.84,1.191,0.669,1.543,0.269,0.245,0.764,8052.618,0.008,2.409,7.22,5.297,1.5,0.327,0.705,72.433,0.001,0.001,0.0,51.844,17.3
1955,7332310.0,42759069696.0,0.054,11.597,0.517,3.238,7.141,1.224,0.669,1.582,0.271,0.245,0.745,8052.618,0.018,2.473,7.545,5.559,1.532,0.34,0.752,72.433,0.001,0.001,0.0,55.324,18.133
1956,7489536.0,43296378880.0,0.051,11.832,0.235,2.061,7.266,1.257,0.669,1.58,0.273,0.245,0.739,8052.618,0.028,2.483,7.667,5.686,1.55,0.352,0.75,72.433,0.001,0.001,0.0,57.42,18.593
1957,7651307.0,47633264640.0,0.047,11.726,-0.106,0.564,7.186,1.154,0.669,1.532,0.246,0.245,0.665,8052.618,0.054,2.435,7.589,5.653,1.556,0.363,0.754,72.433,0.001,0.001,0.0,58.067,18.629
1958,7815994.0,50235248640.0,0.046,12.451,0.725,-2.145,6.76,1.052,0.669,1.593,0.248,0.245,0.606,8052.618,0.1,2.527,7.204,5.167,1.594,0.373,0.829,72.433,0.001,0.001,0.0,56.309,19.751
1959,7983431.0,47425589248.0,0.052,12.703,0.252,4.984,7.243,1.219,0.669,1.591,0.268,0.245,0.569,8052.618,0.14,2.529,7.666,5.651,1.605,0.379,0.819,72.433,0.001,0.001,0.0,61.202,20.193
1960,8153356.0,51436253184.0,0.051,13.476,0.773,2.527,7.402,1.173,0.669,1.653,0.262,0.245,0.553,8052.618,0.188,2.616,7.899,5.749,1.637,0.383,0.849,72.433,0.001,0.002,0.0,64.4,21.331
1961,8324804.0,53814652928.0,0.052,14.455,0.978,-8.96,6.173,0.955,0.669,1.736,0.269,0.245,0.533,8052.618,0.271,2.721,7.238,4.437,1.661,0.376,0.867,72.433,0.001,0.002,0.0,60.257,22.648
1962,8497067.0,56294055936.0,0.059,16.707,2.253,1.913,6.273,0.947,0.669,1.966,0.297,0.245,0.562,8052.618,0.352,3.024,7.562,4.307,1.717,0.376,0.981,72.433,0.001,0.002,0.0,64.252,25.692
1963,8670149.0,59768950784.0,0.067,17.337,0.63,-2.371,5.874,0.852,0.669,2.0,0.29,0.245,0.531,8052.618,0.341,3.101,7.329,3.875,1.736,0.371,1.049,72.433,0.001,0.002,0.0,63.546,26.89
1964,8842538.0,60978696192.0,0.071,17.505,0.168,-1.133,5.632,0.817,0.669,1.98,0.287,0.245,0.498,8052.618,0.29,3.124,7.193,3.652,1.768,0.372,1.109,72.433,0.001,0.002,0.0,63.601,27.624
1965,9012943.0,61339717632.0,0.065,17.747,0.242,-1.324,5.378,0.79,0.669,1.969,0.289,0.245,0.484,8052.618,0.278,3.143,7.081,3.409,1.787,0.371,1.13,72.433,0.001,0.002,0.0,63.822,28.324
1966,9181729.0,68132622336.0,0.074,18.772,1.025,0.172,5.298,0.714,0.626,2.045,0.276,0.242,0.472,8478.296,0.242,3.295,7.086,3.253,1.869,0.374,1.245,77.675,0.001,0.002,0.0,65.06,30.258
1967,9348941.0,70277718016.0,0.065,19.238,0.466,1.791,5.395,0.718,0.637,2.058,0.274,0.243,0.487,8490.884,0.264,3.327,7.283,3.337,1.902,0.378,1.228,79.188,0.001,0.002,0.0,68.084,31.103
1968,9514714.0,72715534336.0,0.064,21.202,1.964,-0.285,5.271,0.69,0.636,2.228,0.292,0.269,0.493,8308.368,0.309,3.585,7.246,3.043,1.943,0.363,1.349,78.859,0.001,0.002,0.0,68.943,34.113
1969,9680281.0,75313209344.0,0.073,22.531,1.329,14.264,6.654,0.855,0.758,2.328,0.299,0.265,0.489,8802.17,0.374,3.725,8.184,4.327,1.965,0.36,1.377,84.996,0.001,0.002,0.0,79.221,36.058
1970,9845344.0,76775333888.0,0.103,24.636,2.104,0.074,6.55,0.84,0.719,2.502,0.321,0.275,0.484,9138.438,0.213,3.866,8.07,4.048,1.932,0.365,1.463,89.744,0.001,0.002,0.0,79.456,38.065
1971,10009696.0,83697033216.0,0.066,27.056,2.42,2.922,6.735,0.805,0.694,2.703,0.323,0.279,0.515,9726.127,0.346,4.075,8.169,4.032,1.908,0.358,1.527,97.109,0.001,0.002,0.0,81.765,40.79
1972,10174680.0,82793308160.0,0.065,28.139,1.083,7.255,7.338,0.902,0.755,2.766,0.34,0.284,0.428,9752.355,0.421,4.177,8.622,4.573,1.98,0.367,1.601,98.945,0.001,0.002,0.0,87.728,42.503
