year,population,gdp,primary_energy_consumption,oil_co2,coal_co2,cement_co2,temperature_change_from_ghg,co2
1989,8116,136328019968,0.625,0.048,0.002,0,0,0.048
1990,8422,136328019968,0.625,0.048,0.002,0,0,0.048
1991,8728,136328019968,0.625,0.048,0.002,0,0,0.048
1992,9005,136328019968,0.625,0.048,0.002,0,0,0.048
1993,9252,136328019968,0.625,0.055,0.002,0,0,0.055
1994,9489,136328019968,0.625,0.055,0.002,0,0,0.055
1995,9738,136328019968,0.625,0.059,0.002,0,0,0.059
1996,10000,136328019968,0.625,0.062,0.002,0,0,0.062
1997,10278,136328019968,0.625,0.062,0.002,0,0,0.062
1998,10557,136328019968,0.625,0.066,0.002,0,0,0.066
1999,10864,136328019968,0.625,0.066,0.002,0,0,0.066
2000,11196,136328019968,0.625,0.077,0.002,0,0,0.077
2001,11497,136328019968,0.625,0.084,0.002,0,0,0.084
2002,11714,136328019968,0.625,0.084,0.002,0,0,0.084
2003,11903,136328019968,0.625,0.088,0.002,0,0,0.088
2004,12092,136328019968,0.625,0.103,0.002,0,0,0.103
2005,12290,136328019968,0.625,0.11,0.002,0,0,0.11
2006,12493,136328019968,0.625,0.121,0.002,0,0,0.121
2007,12697,136328019968,0.625,0.125,0.002,0,0,0.125
2008,12911,136328019968,0.625,0.125,0.002,0,0,0.125
2009,13138,136328019968,0.625,0.125,0.002,0,0,0.125
2010,13372,136328019968,0.625,0.132,0.002,0,0,0.132
2011,13593,136328019968,0.625,0.125,0.002,0,0,0.125
2012,13401,136328019968,0.625,0.121,0.002,0,0,0.121
2013,13272,136328019968,0.625,0.117,0.002,0,0,0.117
2014,13748,136328019968,0.625,0.121,0.002,0,0,0.121
2015,14235,136328019968,0.625,0.139,0.002,0,0,0.139
2016,14344,136328019968,0.625,0.139,0.002,0,0,0.139
2017,14449,136328019968,0.625,0.128,0.002,0,0,0.128
2018,14746,136328019968,0.625,0.132,0.002,0,0,0.132
2019,14845,136328019968,0.625,0.147,0.002,0,0,0.147
2020,14864,136328019968,0.625,0.143,0.002,0,0,0.143
2021,14503,136328019968,0.625,0.143,0.002,0,0,0.143
2022,14202,136328019968,0.625,0.139,0.002,0,0,0.139
2023,14435,136328019968,0.625,0.145,0.002,0,0,0.145
1950,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1951,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1952,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1953,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1954,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1955,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1956,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1957,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1958,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1959,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1960,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1961,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1962,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1963,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1964,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1965,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1966,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1967,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1968,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1969,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1970,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1971,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1972,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1973,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1974,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1975,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1976,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1977,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1978,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1979,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1980,45462,136328019968,0.625,0.004,0.002,0,0,0.004
1981,45462,136328019968,0.623,0.004,0.002,0,0,0.004
1982,45462,136328019968,0.623,0.004,0.002,0,0,0.004
1983,45462,136328019968,0.623,0.004,0.002,0,0,0.004
1984,45462,136328019968,0.812,0.004,0.002,0,0,0.004
1985,45462,136328019968,0.872,0.004,0.002,0,0,0.004
1986,45462,136328019968,0.81,0.004,0.002,0,0,0.004
1987,45462,136328019968,0.81,0.004,0.002,0,0,0.004
1988,45462,136328019968,0.875,0.007,0.002,0,0,0.007
1989,45462,136328019968,0.81,0.007,0.002,0,0,0.007
1990,45462,136328019968,0.872,0.011,0.002,0,0,0.011
1991,45462,136328019968,0.872,0.015,0.002,0,0,0.015
1992,45462,136328019968,0.875,0.015,0.002,0,0,0.015
1993,45462,136328019968,0.872,0.015,0.002,0,0,0.015
1994,45462,136328019968,0.872,0.015,0.002,0,0,0.015
1995,45462,136328019968,0.935,0.004,0.002,0,0,0.004
1996,45462,136328019968,0.937,0.004,0.002,0,0,0.004
1997,45462,136328019968,0.935,0.004,0.002,0,0,0.004
1998,45462,136328019968,0.935,0.004,0.002,0,0,0.004
1999,45462,136328019968,0.935,0.004,0.002,0,0,0.004
2000,45462,136328019968,0.93,0.004,0.002,0,0,0.004
2001,45462,136328019968,0.955,0.004,0.002,0,0,0.004
2002,45462,136328019968,0.955,0.004,0.002,0,0,0.004
2003,45462,136328019968,0.955,0.004,0.002,0,0,0.004
2004,45462,136328019968,0.968,0.007,0.002,0,0,0.007
2005,45462,136328019968,0.974,0.007,0.002,0,0,0.007
2006,45462,136328019968,0.974,0.007,0.002,0,0,0.007
2007,45462,136328019968,0.986,0.011,0.002,0,0,0.011
2008,45462,136328019968,0.049,0.011,0.002,0,0,0
2009,45462,136328019968,0.067,0.011,0.002,0,0,0
2010,45462,136328019968,0.067,0.011,0.002,0,0,0
2011,45462,136328019968,0.067,0.011,0.002,0,0,0
2012,45462,136328019968,0.058,0.011,0.002,0,0,0
2013,45462,136328019968,0.057,0.011,0.002,0,0,0
2014,45462,136328019968,0.057,0.011,0.002,0,0,0
2015,45462,136328019968,0.058,0.011,0.002,0,0,0
2016,45462,136328019968,0.058,0.011,0.002,0,0,0
2017,45462,136328019968,0.055,0.011,0.002,0,0,0
2018,45462,136328019968,0.055,0.011,0.002,0,0,0
2019,45462,136328019968,0.055,0.011,0.002,0,0,0
2020,45462,136328019968,0.046,0.011,0.002,0,0,0
2021,45462,136328019968,0.049,0.011,0.002,0,0,0
2022,45462,136328019968,0.049,0.011,0.002,0,0,0
2023,45462,136328019968,0.049,0.011,0.002,0,0,0
1950,45462,136328019968,1.701,0.01,0.002,0,0,0.012
1951,46444,136328019968,1.701,0.008,0.011,0,0,0.02
1952,47416,136328019968,1.701,0.012,0.002,0,0,0.015
1953,48401,136328019968,1.701,0.015,0.002,0,0,0.017
1954,49393,136328019968,1.701,0.012,0,0,0,0.012
1955,50395,136328019968,1.701,0.02,0.002,0,0,0.022
1956,51400,136328019968,1.701,0.02,0.002,0,0,0.022
1957,52426,136328019968,1.701,0.022,0.002,0,0,0.022
1958,53474,136328019968,1.701,0.029,0.002,0,0,0.029
1959,54549,136328019968,1.701,0.029,0.002,0,0,0.029
1960,55621,136328019968,1.701,0.037,0.002,0,0,0.037
1961,56553,136328019968,1.701,0.048,0.002,0,0,0.048
1962,57350,136328019968,1.701,0.103,0.002,0,0,0.103
1963,58157,136328019968,1.701,0.084,0.002,0,0,0.084
1964,59034,136328019968,1.701,0.092,0.002,0,0,0.092
1965,59986,136328019968,1.701,0.15,0.002,0,0,0.15
1966,60909,136328019968,1.701,0.348,0.002,0,0,0.348
1967,61857,136328019968,1.701,0.564,0.002,0,0,0.564
1968,62831,136328019968,1.701,0.989,0.002,0,0,0.989
1969,63832,136328019968,1.701,1.257,0.002,0,0,1.257
1970,64549,136328019968,1.701,0.462,0.002,0,0,0.462
1971,64748,136328019968,1.701,0.425,0.002,0,0,0.425
1972,64631,136328019968,1.701,0.374,0.002,0,0,0.374
1973,64361,136328019968,1.701,0.33,0.002,0,0,0.33
1974,64074,136328019968,1.701,0.429,0.002,0,0,0.429
1975,63854,136328019968,1.701,0.707,0.002,0,0,0.707
1976,63778,136328019968,1.701,0.403,0.002,0,0,0.403
1977,63882,136328019968,1.701,0.465,0.002,0,0,0.465
1978,64055,136328019968,1.701,0.491,0.002,0,0,0.491
1979,64297,136328019968,1.701,0.407,0.002,0,0,0.407
1980,64529,136328019968,1.701,0.143,0.002,0,0,0.143
1981,64684,136328019968,1.515,0.106,0.002,0,0,0.106
1982,64800,136328019968,2.06,0.293,0.002,0,0,0.293
1983,64952,136328019968,1.212,0.084,0.002,0,0,0.084
1984,64898,136328019968,1.337,0.147,0.002,0,0,0.147
1985,64606,136328019968,1.333,0.249,0.002,0,0,0.249
1986,64293,136328019968,1.355,0.249,0.002,0,0,0.249
1987,63964,136328019968,1.687,0.275,0.002,0,0,0.275
1988,63641,136328019968,1.691,0.286,0.002,0,0,0.286
1989,63346,136328019968,1.687,0.286,0.002,0,0,0.286
1990,63087,136328019968,1.749,0.242,0.002,0,0,0.242
1991,63406,136328019968,1.743,0.249,0.002,0,0,0.249
1992,64421,136328019968,1.748,0.249,0.002,0,0,0.249
1993,65600,136328019968,1.743,0.256,0.002,0,0,0.256
1994,66860,136328019968,1.866,0.267,0.002,0,0,0.267
1995,68209,136328019968,1.989,0.271,0.002,0,0,0.271
1996,69628,136328019968,1.995,0.289,0.002,0,0,0.289
1997,71071,136328019968,2.05,0.311,0.002,0,0,0.311
1998,72429,136328019968,2.05,0.322,0.002,0,0,0.322
1999,73681,136328019968,2.05,0.344,0.002,0,0,0.344
2000,74929,136328019968,2.136,0.355,0.002,0,0,0.355
2001,76082,136328019968,2.136,0.37,0.002,0,0,0.37
2002,77049,136328019968,2.29,0.407,0.002,0,0,0.407
2003,77895,136328019968,2.407,0.429,0.002,0,0,0.429
2004,78734,136328019968,2.497,0.451,0.002,0,0,0.451
2005,79628,136328019968,2.535,0.48,0.002,0,0,0.48
2006,80619,136328019968,2.613,0.517,0.002,0,0,0.517
2007,81716,136328019968,2.738,0.535,0.002,0,0,0.535
2008,82926,136328019968,2.801,0.539,0.002,0,0,0.539
2009,84192,136328019968,2.935,0.557,0.002,0,0,0.557
2010,85337,136328019968,2.837,0.55,0.002,0,0,0.55
2011,86349,136328019968,2.829,0.546,0.002,0,0,0.546
2012,87275,136328019968,2.908,0.557,0.002,0,0,0.557
2013,88074,136328019968,2.908,0.557,0.002,0,0,0.557
2014,88783,136328019968,2.973,0.568,0.002,0,0,0.568
2015,89422,136328019968,3.043,0.583,0.002,0,0,0.583
2016,89981,136328019968,3.088,0.597,0.002,0,0,0.597
2017,90483,136328019968,2.937,0.605,0.002,0,0,0.605
2018,90942,136328019968,3.027,0.616,0.002,0,0,0.616
2019,91377,136328019968,3.043,0.641,0.002,0,0,0.641
2020,91864,136328019968,2.575,0.619,0.002,0,0,0.619
2021,92358,136328019968,2.747,0.638,0.002,0,0,0.638
2022,92851,136328019968,2.747,0.618,0.002,0,0,0.618
2023,93333,136328019968,2.747,0.645,0.002,0,0,0.645
1950,17018034,136328019968,328.528,25.582,3.561,0.778,0.007,29.921
1951,17356465,141645234176,328.528,27.304,5.47,0.77,0.007,34.963
1952,17698882,134416834560,328.528,29.286,4.507,0.767,0.007,36.095
1953,18041299,141635207168,328.528,30.008,3.114,0.818,0.008,35.135
1954,18381211,147492470784,328.528,30.976,3.722,0.843,0.008,36.75
1955,18716035,158009442304,328.528,34.2,3.21,0.923,0.008,39.56
1956,19049972,162343223296,328.528,38.157,3.814,1.021,0.008,44.297
1957,19383045,170709729280,328.528,41.619,3.36,1.17,0.008,47.608
1958,19714264,181174419456,328.528,37.71,3.781,1.221,0.008,44.193
1959,20049605,169428729856,328.528,42.576,3.73,1.17,0.008,48.949
1960,20386054,182678470656,328.528,41.191,3.906,1.305,0.008,48.764
1961,20726278,195762241536,328.528,42.121,3.539,1.436,0.009,51.127
1962,21072543,192596967424,328.528,45.078,2.008,1.446,0.009,53.64
1963,21421703,187954610176,328.528,40.645,2.305,1.254,0.009,50.033
1964,21769451,207332556800,328.528,45.207,2.557,1.439,0.009,55.67
1965,22112635,226284879872,328.528,47.324,2.601,1.632,0.009,58.805
1966,22453898,227834527744,339.175,48.57,2.587,1.723,0.009,63.073
1967,22799062,233929080832,349.032,49.777,2.939,1.756,0.009,65.476
1968,23150579,243886489600,360.844,52.56,2.367,2.064,0.01,69.009
1969,23508715,264721498112,372.911,60.573,2.59,2.148,0.01,77.249
1970,23878331,278897360896,353.487,63.926,3.287,2.344,0.01,82.648
1971,24257211,292438867968,374.742,69.319,2.928,2.736,0.01,88.847
1972,24644332,301570129920,379.448,69.297,2.858,2.699,0.01,90.067
1973,25046008,319937937408,396.458,71.21,2.88,2.57,0.01,93.976
1974,25461353,340686405632,412.278,71.452,3.367,2.675,0.011,95.48
1975,25874106,337656020992,402.571,68.913,3.594,2.714,0.011,94.845
1976,26282282,336841146368,422.714,71.868,3.239,2.841,0.011,99.699
1977,26701814,357157961728,441.458,72.702,2.704,2.987,0.011,100.706
1978,27132164,341466742784,442.127,72.899,3.833,3.148,0.011,102.556
1979,27568894,365906427904,474.656,79.073,3.602,3.327,0.011,110.616
1980,28011596,371076956160,472.019,76.508,2.865,3.562,0.012,108.656
1981,28463957,349782016000,457.964,70.059,2.957,3.323,0.012,101.969
1982,28924269,338761515008,466.513,69.032,2.66,2.815,0.012,103.351
1983,29391333,350706597888,485.764,68.674,2.191,2.818,0.012,105.142
1984,29863091,357844353024,487.344,67.237,2.147,2.618,0.012,106.452
1985,30336448,334171439104,481.619,60.435,2.774,2.325,0.012,100.531
1986,30811983,358634684416,508.885,62.2,3.393,2.789,0.012,104.15
1987,31291764,367893610496,531.837,66.454,3.778,3.169,0.012,114.877
1988,31780533,360921169920,540.738,66.232,4.023,3.047,0.013,121.405
1989,32270958,338520801280,521.441,59.753,4.144,2.253,0.013,117.02
1990,32755907,338751160320,513.022,59.188,3.14,1.822,0.013,112.149
1991,33230292,376057921536,521.347,61.233,2.939,2.196,0.013,117.755
1992,33693532,416679821312,559.309,63.633,3.107,2.495,0.013,121.535
1993,34152718,444780249088,577.843,67.152,2.528,2.761,0.013,118.001
1994,34613491,472926748672,608.761,67.203,3.561,3.05,0.013,118.469
1995,35070016,461601013760,628.236,62.834,3.741,2.621,0.013,125.277
1996,35513794,489406464000,657.128,65.921,3.114,2.422,0.014,131.15
1997,35947790,531526385664,664.755,66.868,2.807,3.169,0.014,136.553
1998,36372863,554567139328,688.425,69.576,3.155,3.283,0.014,139.32
1999,36794686,538270597120,696.066,72.723,2.788,3.29,0.014,148.304
2000,37213985,536480972800,698.777,67.434,2.36,2.771,0.014,143.469
2001,37624818,514867265536,682.524,64.334,2.008,2.481,0.014,135.137
2002,38029346,460558532608,654.474,57.495,1.579,1.729,0.014,124.931
2003,38424284,503104143360,701.506,59.355,2.48,2.28,0.015,134.481
2004,38815915,550306316288,744.817,67.813,2.532,2.701,0.015,157.049
2005,39216787,601050382336,790.507,71.8,3.668,3.241,0.015,161.589
2006,39622113,652296781824,830.543,81.911,3.968,3.764,0.015,174.309
2007,40016766,714725195776,865.645,77.952,3.759,3.998,0.016,173.581
2008,40424149,747157389312,877.178,88.658,3.975,3.99,0.016,187.342
2009,40854832,705920827392,852.511,82.38,3.305,3.81,0.016,178.181
2010,41288694,785785159680,883.969,90.145,4.082,4.178,0.016,185.946
2011,41730655,837742690304,909.091,86.906,4.825,4.586,0.016,189.775
2012,42161718,829147447296,943.706,85.587,5.078,4.184,0.017,191.362
2013,42582454,849088348160,981.398,87.487,4.84,4.581,0.017,189.538
2014,43024072,827750809600,979.858,84.292,5.536,4.336,0.017,188.397
2015,43477009,850356666368,996.94,86.954,5.467,4.571,0.017,191.744
2016,43900312,832669286400,992.424,84.556,4.192,4.029,0.017,189.92
2017,44288898,856142118912,991.397,80.856,4.279,4.362,0.017,186.899
2018,44654876,833736998912,984.346,74.392,4.356,4.369,0.018,180.599
2019,44973468,817053892608,927.358,74.847,2.143,4.141,0.018,178.508
2020,45191960,735814221824,869.829,67.319,3.224,3.508,0.018,165.121
2021,45312283,812324159488,958.463,86.529,4.51,4.671,0.018,191.108
2022,45407904,854914301952,1029.381,99.135,4.78,5.063,0.018,204.081
2023,45538402,854914301952,1019.741,93.742,4.106,4.853,0.018,195.806
1950,1382896,26603649024,57.757,0.748,0.647,0.02,0,1.482
1951,1417284,26603649024,57.757,0.807,0.701,0.024,0,1.605
1952,1454107,26603649024,57.757,0.891,0.727,0.027,0,1.718
1953,1493581,26603649024,57.757,0.964,0.746,0.031,0,1.817
1954,1535982,26603649024,57.757,1.06,0.803,0.037,0,1.983
1955,1581513,26603649024,57.757,1.218,0.89,0.044,0,2.248
1956,1630822,26603649024,57.757,1.368,0.925,0.049,0,2.467
1957,1684148,26603649024,57.757,1.496,0.958,0.057,0,2.701
1958,1740888,26603649024,57.757,1.601,0.947,0.065,0,2.884
1959,1801015,26603649024,57.757,1.688,0.935,0.076,0,3.032
1960,1863710,26603649024,57.757,1.765,0.898,0.09,0,3.158
1961,1927489,26603649024,57.757,1.819,0.841,0.1,0,3.26
1962,1991686,26603649024,57.757,1.93,0.794,0.113,0,3.427
1963,2056024,26603649024,57.757,2.055,0.802,0.121,0,3.68
1964,2120136,26603649024,57.757,2.149,0.806,0.128,0,3.918
1965,2183637,26603649024,57.757,2.249,0.819,0.143,0,4.158
1966,2246162,26603649024,57.757,2.367,0.834,0.159,0,4.393
1967,2307494,26603649024,57.757,2.511,0.818,0.168,0,4.599
1968,2367325,26603649024,57.757,2.608,0.789,0.174,0,4.733
1969,2424036,26603649024,57.757,2.745,0.787,0.179,0,4.934
1970,2475629,26603649024,57.757,3.012,0.844,0.19,0,5.188
1971,2525349,26603649024,57.757,3.123,0.839,0.203,0,5.515
1972,2577082,26603649024,57.757,3.349,0.853,0.214,0,5.81
1973,2630860,26603649024,57.757,3.532,0.846,0.228,0,6.064
1974,2686446,26603649024,57.757,3.711,0.832,0.243,0,6.304
1975,2743665,26603649024,57.757,3.882,0.848,0.261,0,6.634
1976,2818168,26603649024,57.757,3.959,0.867,0.266,0,6.891
1977,2912833,26603649024,57.757,4.067,0.874,0.272,0,7.129
1978,3012808,26603649024,57.757,4.279,0.853,0.272,0,7.378
1979,3078506,26603649024,57.757,4.299,0.854,0.264,0,7.439
1980,3107420,28944150528,57.757,4.433,0.907,0.269,0,7.73
1981,3135355,30229903360,57.757,4.333,0.795,0.275,0,7.596
1982,3163145,31572140032,57.757,4.35,0.805,0.27,0,7.741
1983,3191547,32260059136,57.757,4.319,0.794,0.282,0,7.857
1984,3224549,33825294336,57.757,4.207,0.787,0.289,0,7.931
1985,3260440,35371483136,57.757,4.355,0.919,0.292,0,8.546
1986,3294858,35568037888,57.757,4.118,0.989,0.304,0,8.138
1987,3328525,33956640768,57.757,3.625,0.986,0.311,0,8.165
1988,3355124,32698726400,57.757,3.728,0.865,0.318,0,9.294
1989,3443095,35006066688,57.757,3.515,0.816,0.322,0,9.414
1990,3552129,32650115072,57.757,3.629,0.694,0.38,0,8.999
1991,3613977,27959799808,57.757,2.811,0.604,0.396,0,7.38
1992,3571869,15777768448,57.757,1.773,0.374,0.099,0,5.724
1993,3453338,13153115136,43.957,0.939,0.007,0.055,0,2.51
1994,3364620,13441640448,39.296,0.942,0.095,0.032,0,2.685
1995,3307585,14085548032,38.545,0.671,0.007,0.069,0,3.363
1996,3278738,14363162624,49.341,0.366,0.015,0.078,0,2.5
1997,3246292,14402224128,41.582,0.392,0.015,0.168,0,3.253
1998,3208400,14841976832,44.191,0.406,0.015,0.209,0,3.419
1999,3167282,14850694144,27.312,0.586,0.007,0.171,0,3.04
2000,3125630,15244825600,29.374,0.788,0,0.139,0,3.491
2001,3084350,16184137728,28.887,0.777,0,0.144,0,3.533
2002,3055635,18018113536,27.671,0.816,0.048,0.211,0,3.077
2003,3038976,19928772608,30.428,0.934,0.073,0.22,0,3.456
2004,3022544,21350959104,31.559,0.92,0,0.298,0,3.691
2005,3006360,23626539008,36.559,0.982,0,0.331,0,4.376
2006,2990371,25937836032,36.503,0.92,0.004,0.338,0,4.402
2007,2974825,28610365440,40.962,0.924,0.007,0.407,0,5.1
2008,2959996,29672468480,39.531,1.033,0.007,0.412,0,5.575
2009,2945518,24704737280,35.321,0.953,0,0.241,0,4.363
2010,2931083,24485670912,39.338,1.008,0.004,0.288,0,4.253
2011,2923267,24860520448,41.415,0.942,0.007,0.264,0,4.969
2012,2922528,26634065920,43.885,0.898,0.007,0.278,0,5.748
2013,2922528,27542824960,43.054,0.854,0.004,0.259,0,5.535
2014,2922433,28536291328,43.884,0.864,0.004,0.244,0,5.604
2015,2921179,29464864768,40.66,0.798,0.004,0.241,0,5.469
2016,2918795,29522321408,40.95,0.807,0.004,0.154,0,5.203
2017,2914967,31741804544,43.641,0.869,0.004,0.205,0,5.54
2018,2909970,33400320000,42.928,0.828,0.004,0.315,0,5.822
2019,2903975,35949092864,45.635,1.044,0.011,0.341,0,6.284
2020,2890894,33378377728,47.937,1.455,0.029,0.413,0,6.795
2021,2870339,35275595776,49.357,1.525,0.044,0.492,0,7.417
2022,2880883,39721734144,49.357,1.565,0.04,0.492,0,7.165
2023,2943395,39721734144,49.357,1.566,0.041,0.492,0,7.608
1950,42763,97678589952,0.426,0.41,0,0,0,0.41
1951,43880,97678589952,0.426,0.646,0,0,0,0.646
1952,45052,97678589952,0.426,0.373,0,0,0,0.373
1953,46269,97678589952,0.426,0.432,0,0,0,0.432
1954,47516,97678589952,0.426,0.873,0,0,0,0.873
1955,48786,97678589952,0.426,0.722,0,0,0,0.722
1956,50083,97678589952,0.426,0.934,0,0,0,0.934
1957,51383,97678589952,0.426,0.638,0,0,0,0.638
1958,52686,97678589952,0.426,0.559,0,0,0,0.559
1959,54003,97678589952,0.426,0.719,0,0,0,0.719
1960,54938,97678589952,0.426,0.619,0,0,0,0.619
1961,55596,97678589952,0.426,0.646,0,0,0,0.646
1962,56335,97678589952,0.426,0.709,0,0,0,0.709
1963,57018,97678589952,0.426,0.679,0,0,0,0.679
1964,57637,97678589952,0.426,0.66,0,0,0,0.66
1965,58208,97678589952,0.426,0.592,0,0,0,0.592
1966,58707,97678589952,0.426,0.554,0,0,0,0.554
1967,59011,97678589952,0.426,0.682,0,0,0,0.682
1968,59086,97678589952,0.426,0.635,0,0,0,0.635
1969,59068,97678589952,0.426,0.83,0,0,0,0.83
1970,58967,97678589952,0.426,0.929,0,0,0,0.929
1971,58798,97678589952,0.426,0.808,0,0,0,0.808
1972,58912,97678589952,0.426,0.784,0,0,0,0.784
1973,59456,97678589952,0.426,0.869,0,0,0,0.869
1974,60144,97678589952,0.426,0.788,0,0,0,0.788
1975,60825,97678589952,0.426,0.571,0,0,0,0.571
1976,61292,97678589952,0.426,1.219,0,0,0,1.219
1977,61532,97678589952,0.426,0.637,0,0,0,0.637
1978,61733,97678589952,0.426,0.542,0,0,0,0.542
1979,61913,97678589952,0.426,0.569,0,0,0,0.569
1980,62050,97678589952,0.426,0.585,0,0,0,0.585
1981,62279,97678589952,0.426,0.558,0,0,0,0.558
1982,62675,97678589952,0.426,0.623,0,0,0,0.623
1983,63114,97678589952,0.426,0.32,0,0,0,0.32
1984,63483,97678589952,0.426,0.8,0,0,0,0.8
1985,63673,97678589952,0.426,0.937,0,0,0,0.937
1986,63641,97678589952,0.426,0.18,0,0,0,0.18
1987,63420,97678589952,0.426,0.447,0,0,0,0.447
1988,63219,97678589952,1.632,0.612,0,0,0,0.612
1989,63413,97678589952,2.17,0.649,0,0,0,0.649
1990,64452,97678589952,2.292,0.487,0,0,0,0.487
1991,66564,97678589952,2.5,0.531,0,0,0,0.531
1992,68889,97678589952,2.746,0.539,0,0,0,0.539
1993,71090,97678589952,2.79,0.649,0,0,0,0.649
1994,73476,97678589952,3.062,0.66,0,0,0,0.66
1995,75931,97678589952,3.465,0.707,0,0,0,0.707
1996,78495,97678589952,2.284,0.725,0,0,0,0.725
1997,81121,97678589952,3.693,0.758,0,0,0,0.758
1998,83787,97678589952,3.693,0.806,0,0,0,0.806
1999,86482,97678589952,3.693,0.81,0,0,0,0.81
2000,88772,97678589952,4.417,2.378,0,0,0,2.378
2001,90320,97678589952,4.571,2.407,0,0,0,2.407
2002,91392,97678589952,4.725,2.437,0,0,0,2.437
2003,92324,97678589952,5.261,2.561,0,0,0,2.561
2004,93223,97678589952,5.487,2.616,0,0,0,2.616
2005,94238,97678589952,5.925,2.719,0,0,0,2.719
2006,95403,97678589952,5.914,2.715,0,0,0,2.715
2007,96604,97678589952,6.094,2.821,0,0,0,2.821
2008,97815,97678589952,5.725,2.656,0,0,0,2.656
2009,99040,97678589952,5.708,2.627,0,0,0,2.627
2010,100127,97678589952,5.358,2.506,0,0,0,2.506
